1297033505	38123.68	60.68
1297037105	26335.89	46.59
1297040705	18870.00	29.35
1297044305	17787.98	28.01
1297047905	22399.28	32.68
1297051505	27626.62	39.46
1297055105	30319.00	41.49
1297058705	55913.36	56.69
1297062302	135715.92	122.02
1297065902	33633.26	38.45
1297067406	105022.43	117.32
1297071005	54792.70	59.74
1297074605	57053.81	68.26
1297078205	68952.12	86.50
1297081805	88578.72	115.58
1297085405	117577.82	151.27
1297089005	90591.97	105.58
1297093203	42908.29	47.63
1297096802	52181.81	57.74
1297100402	62598.24	73.60
1297104002	41880.27	45.76
1297107602	78417.26	103.12
1297111202	0.10	0.00
1297111202	41395.59	44.91
1297114802	28168.29	34.69
1297118402	0.10	0.00
1297118402	32956.86	42.00
1297122002	28264.61	45.23
1297125602	14684.12	29.77
1297129202	0.11	0.00
1297129202	9646.42	19.84
1297132802	0.11	0.00
1297132802	10990.30	22.16
1297136402	23422.06	36.41
1297140002	33602.29	49.50
1297143602	17698.41	21.13
1297147202	14033.45	18.54
1297150802	59993.34	77.50
1297154402	68909.80	81.49
1297158002	68301.66	80.13
1297161602	59279.14	68.55
1297165202	32709.46	36.52
1297168802	62653.80	71.20
1297172402	72896.82	73.01
1297176002	64816.54	64.07
1297179602	49145.00	63.67
1297183202	46457.58	63.13
1297186802	29529.03	33.38
1297190402	2.65	0.00
1297190402	13483.01	5.94
1297194002	762.82	0.64
1297195503	3274.39	5.21
1297199102	3262.41	5.97
1297202703	25437.74	42.37
1297206302	10208.27	13.97
1297208403	43002.51	64.85
1297212002	27820.57	46.46
1297215602	21962.81	36.09
1297219202	20081.82	33.02
1297222802	21804.19	33.16
1297226402	0.14	0.00
1297226402	42449.34	57.61
1297230002	32512.92	34.52
1297233602	86949.46	85.40
1297237202	80355.01	78.41
1297240802	62149.79	59.61
1297243509	127270.65	143.99
1297247109	98042.66	107.50
1297250709	87498.94	99.41
1297254309	0.10	0.00
1297254309	89417.98	105.94
1297257909	113099.64	131.80
1297261509	128638.45	141.53
1297265109	0.10	0.00
1297265109	103146.34	107.85
1297268709	70271.82	62.22
1297272309	78542.31	65.79
1297275909	1.56	0.00
1297275909	129597.88	87.28
1297279509	194908.20	82.31
1297283109	165877.77	81.03
1297286709	81846.69	68.09
1297290309	65176.81	71.66
1297293909	0.10	0.00
1297293909	63212.95	56.55
1297297509	46712.07	42.30
1297301110	47341.63	38.10
1297304710	45288.46	35.60
1297308310	48579.08	38.24
1297311909	48740.10	45.01
1297315509	0.14	0.00
1297315509	46385.27	51.08
1297319109	137486.80	96.75
1297322709	157228.12	179.08
1297326309	107195.89	149.09
1297329909	134612.55	169.11
1297333509	137712.01	156.67
1297337109	149530.87	154.39
1297340709	0.10	0.00
1297340709	129078.92	145.62
1297344309	143494.28	176.84
1297347909	205483.42	229.89
1297351509	0.10	0.00
1297351509	118481.68	124.64
1297355109	98160.28	108.92
1297358709	98048.01	89.22
1297362309	73969.16	74.33
1297365909	62373.51	66.02
1297369509	47741.08	55.63
1297373109	69310.73	68.13
1297376709	63705.39	54.79
1297380310	56031.31	44.12
1297383909	53108.32	40.26
1297387510	57182.68	42.72
1297391109	53797.92	39.99
1297394709	60396.02	46.34
1297398310	55714.99	59.73
1297401909	32630.19	49.72
1297405509	71466.62	74.27
1297409109	0.10	0.00
1297409109	87203.09	92.50
1297412709	0.10	0.00
1297412709	81147.88	83.37
1297416309	126141.97	156.83
1297419909	123547.70	128.76
1297423509	0.10	0.00
1297423509	82894.10	100.22
1297427109	128457.79	129.84
1297430709	170526.06	158.71
1297434309	166112.81	174.89
1297437909	0.10	0.00
1297437909	64758.98	83.75
1297441509	35631.41	38.35
1297445109	0.14	0.00
1297445109	26413.79	26.43
1297448709	36811.91	36.41
1297452309	53478.89	46.68
1297455909	199823.23	87.66
1297459509	0.10	0.00
1297459509	186038.10	77.23
1297463110	64520.68	55.32
1297466709	64012.34	60.89
1297470309	60085.53	54.42
1297473909	53232.20	39.21
1297477509	47746.82	32.44
1297481109	47955.83	33.62
1297484709	0.13	0.00
1297484709	54948.73	43.14
1297488309	41805.77	35.67
1297491909	37327.19	41.21
1297495509	87181.96	80.72
1297499109	44900.98	36.26
1297502709	0.80	0.00
1297502709	58602.52	44.56
1297506309	67366.26	78.50
1297509909	53515.93	68.91
1297513509	11916.28	15.27
1297517109	11565.18	15.70
1297520709	21039.57	19.53
1297524309	26401.18	21.05
1297527910	60021.60	35.94
1297531509	17490.50	19.73
1297535109	25302.92	20.82
1297538709	33636.74	31.03
1297542309	56278.12	53.12
1297545909	0.10	0.00
1297545909	74661.64	70.81
1297549509	0.10	0.00
1297549509	80116.72	78.04
1297553109	61695.92	47.47
1297556709	64410.08	47.08
1297560309	59433.86	45.02
1297563909	57939.52	45.05
1297567509	58310.23	47.91
1297571109	61999.63	52.92
1297574709	65688.43	52.31
1297578309	95652.40	76.00
1297581909	186966.93	88.22
1297585509	120778.90	54.72
1297589109	155611.04	63.30
1297592709	72734.01	48.88
1297596309	48933.53	45.49
1297599909	29334.60	31.06
1297603509	60046.75	46.90
1297607109	192600.83	37.79
1297610709	105652.96	51.75
1297614309	144149.40	63.08
1297617909	119104.67	69.20
1297621510	118927.45	62.57
1297625109	185098.66	75.38
1297628709	207291.12	63.78
1297632309	198700.76	66.27
1297635909	12024.99	23.37
